	P0-O	P0-F0-T0.5	P0-F0-T1	P0-F0-T2	P0-F1-T0.5	P0-F1-T1	P0-F1-T2	P0-F2-T0.5	P0-F2-T1	P0-F2-T2	P1-O	P1-F0-T0.5	P1-F0-T1	P1-F0-T2	P1-F1-T0.5	P1-F1-T1	P1-F1-T2	P1-F2-T0.5	P1-F2-T1	P1-F2-T2	P2-O	P2-F0-T0.5	P2-F0-T1	P2-F0-T2	P2-F1-T0.5	P2-F1-T1	P2-F1-T2	P2-F2-T0.5	P2-F2-T1	P2-F2-T2	P3-O	P3-F0-T0.5	P3-F0-T1	P3-F0-T2	P3-F1-T0.5	P3-F1-T1	P3-F1-T2	P3-F2-T0.5	P3-F2-T1	P3-F2-T2	P4-O	P4-F0-T0.5	P4-F0-T1	P4-F0-T2	P4-F1-T0.5	P4-F1-T1	P4-F1-T2	P4-F2-T0.5	P4-F2-T1	P4-F2-T2	P5-O	P5-F0-T0.5	P5-F0-T1	P5-F0-T2	P5-F1-T0.5	P5-F1-T1	P5-F1-T2	P5-F2-T0.5	P5-F2-T1	P5-F2-T2	P6-O	P6-F0-T0.5	P6-F0-T1	P6-F0-T2	P6-F1-T0.5	P6-F1-T1	P6-F1-T2	P6-F2-T0.5	P6-F2-T1	P6-F2-T2	P7-O	P7-F0-T0.5	P7-F0-T1	P7-F0-T2	P7-F1-T0.5	P7-F1-T1	P7-F1-T2	P7-F2-T0.5	P7-F2-T1	P7-F2-T2	P8-O	P8-F0-T0.5	P8-F0-T1	P8-F0-T2	P8-F1-T0.5	P8-F1-T1	P8-F1-T2	P8-F2-T0.5	P8-F2-T1	P8-F2-T2	P9-O	P9-F0-T0.5	P9-F0-T1	P9-F0-T2	P9-F1-T0.5	P9-F1-T1	P9-F1-T2	P9-F2-T0.5	P9-F2-T1	P9-F2-T2
0x1	1.0	2.0	8.0	16.0	4.0	1.0	16.0	2.0	3.0	4.0	3.0	1.0	1.0	6.0	2.0	5.0	18.0	2.0	5.0	0.0	1.0	6.0	9.0	10.0	4.0	2.0	20.0	6.0	1.0	0.0	0.0	7.0	1.0	2.0	4.0	1.0	20.0	0.0	9.0	6.0	4.0	0.0	0.0	0.0	1.0	3.0	8.0	2.0	4.0	2.0	2.0	2.0	3.0	4.0	2.0	3.0	16.0	1.0	2.0	2.0	4.0	2.0	3.0	4.0	1.0	13.0	16.0	2.0	1.0	2.0	0.0	0.0	1.0	0.0	3.0	9.0	8.0	1.0	1.0	4.0	2.0	2.0	4.0	2.0	0.0	14.0	12.0	2.0	2.0	6.0	1.0	0.0	4.0	4.0	2.0	9.0	4.0	2.0	3.0	0.0
1x1	3.0	5.0	0.0	4.0	6.0	2.0	6.0	4.0	1.0	6.0	1.0	6.0	5.0	24.0	5.0	3.0	10.0	2.0	0.0	2.0	2.0	1.0	1.0	6.0	0.0	3.0	2.0	1.0	1.0	4.0	1.0	0.0	1.0	0.0	4.0	4.0	2.0	0.0	3.0	14.0	2.0	0.0	7.0	4.0	6.0	9.0	2.0	1.0	1.0	2.0	1.0	1.0	0.0	4.0	0.0	3.0	6.0	1.0	13.0	22.0	0.0	2.0	4.0	24.0	2.0	1.0	8.0	2.0	3.0	8.0	4.0	1.0	4.0	4.0	0.0	1.0	18.0	0.0	2.0	2.0	1.0	1.0	1.0	8.0	2.0	6.0	4.0	0.0	1.0	2.0	1.0	1.0	0.0	0.0	0.0	4.0	6.0	0.0	1.0	18.0
2x1	7.0	1.0	4.0	10.0	1.0	3.0	18.0	4.0	2.0	22.0	1.0	2.0	1.0	2.0	0.0	1.0	4.0	0.0	1.0	2.0	1.0	2.0	9.0	4.0	3.0	9.0	6.0	6.0	3.0	2.0	2.0	2.0	2.0	2.0	0.0	2.0	8.0	2.0	2.0	4.0	2.0	4.0	1.0	4.0	2.0	6.0	2.0	5.0	1.0	2.0	2.0	0.0	2.0	4.0	0.0	0.0	0.0	4.0	2.0	4.0	1.0	2.0	0.0	2.0	1.0	4.0	12.0	1.0	10.0	4.0	2.0	1.0	4.0	16.0	2.0	1.0	6.0	4.0	6.0	16.0	2.0	0.0	2.0	10.0	1.0	1.0	4.0	4.0	2.0	6.0	0.0	4.0	2.0	4.0	1.0	3.0	4.0	0.0	0.0	4.0
3x1	3.0	1.0	1.0	2.0	1.0	7.0	8.0	5.0	8.0	16.0	1.0	0.0	1.0	6.0	1.0	1.0	10.0	4.0	0.0	6.0	1.0	2.0	3.0	4.0	6.0	2.0	6.0	2.0	1.0	0.0	3.0	2.0	6.0	2.0	0.0	9.0	0.0	4.0	2.0	4.0	3.0	1.0	2.0	4.0	5.0	1.0	2.0	6.0	1.0	16.0	4.0	1.0	1.0	14.0	0.0	5.0	0.0	0.0	0.0	6.0	4.0	3.0	5.0	2.0	2.0	1.0	4.0	2.0	4.0	4.0	3.0	2.0	7.0	16.0	4.0	8.0	0.0	5.0	1.0	2.0	3.0	0.0	2.0	0.0	2.0	2.0	4.0	0.0	4.0	4.0	2.0	2.0	1.0	10.0	7.0	2.0	18.0	1.0	6.0	4.0
4x1	1.0	0.0	2.0	12.0	2.0	1.0	2.0	2.0	12.0	14.0	1.0	4.0	5.0	8.0	1.0	1.0	16.0	0.0	1.0	0.0	3.0	4.0	13.0	2.0	2.0	0.0	0.0	4.0	6.0	28.0	4.0	0.0	4.0	10.0	4.0	5.0	6.0	0.0	0.0	4.0	2.0	5.0	15.0	6.0	2.0	1.0	6.0	1.0	2.0	16.0	3.0	0.0	3.0	4.0	2.0	5.0	8.0	2.0	1.0	4.0	2.0	4.0	7.0	18.0	2.0	2.0	4.0	6.0	5.0	2.0	1.0	0.0	4.0	24.0	4.0	8.0	8.0	0.0	1.0	4.0	0.0	0.0	4.0	28.0	1.0	0.0	6.0	0.0	2.0	2.0	4.0	2.0	8.0	0.0	0.0	3.0	8.0	0.0	2.0	8.0
5x1	3.0	3.0	5.0	34.0	1.0	3.0	18.0	4.0	3.0	2.0	3.0	0.0	4.0	14.0	1.0	2.0	12.0	0.0	3.0	2.0	2.0	1.0	1.0	8.0	4.0	3.0	12.0	0.0	11.0	4.0	2.0	0.0	3.0	4.0	3.0	3.0	4.0	1.0	6.0	0.0	8.0	0.0	2.0	16.0	0.0	1.0	4.0	0.0	2.0	6.0	2.0	1.0	2.0	4.0	1.0	4.0	4.0	0.0	2.0	6.0	2.0	7.0	1.0	6.0	1.0	10.0	6.0	2.0	1.0	14.0	5.0	6.0	1.0	4.0	0.0	4.0	6.0	0.0	2.0	10.0	2.0	2.0	2.0	4.0	1.0	1.0	6.0	2.0	2.0	2.0	2.0	1.0	2.0	28.0	1.0	0.0	2.0	0.0	1.0	8.0
6x1	1.0	3.0	1.0	8.0	4.0	4.0	8.0	4.0	8.0	6.0	6.0	0.0	2.0	22.0	3.0	1.0	20.0	1.0	9.0	4.0	0.0	4.0	3.0	18.0	2.0	3.0	30.0	0.0	1.0	18.0	3.0	2.0	3.0	4.0	0.0	7.0	10.0	0.0	2.0	20.0	14.0	4.0	2.0	14.0	1.0	3.0	2.0	1.0	0.0	2.0	5.0	0.0	3.0	2.0	0.0	9.0	2.0	2.0	1.0	8.0	0.0	2.0	3.0	0.0	1.0	0.0	28.0	0.0	0.0	10.0	1.0	2.0	6.0	6.0	1.0	4.0	0.0	2.0	7.0	4.0	3.0	0.0	1.0	12.0	0.0	3.0	6.0	3.0	2.0	4.0	1.0	2.0	2.0	4.0	0.0	1.0	10.0	1.0	1.0	2.0
7x1	4.0	2.0	1.0	4.0	6.0	0.0	4.0	5.0	9.0	2.0	1.0	0.0	2.0	4.0	4.0	1.0	2.0	0.0	0.0	4.0	1.0	2.0	3.0	4.0	1.0	0.0	26.0	0.0	3.0	2.0	2.0	4.0	0.0	2.0	2.0	7.0	14.0	1.0	0.0	12.0	2.0	4.0	9.0	6.0	2.0	2.0	24.0	0.0	4.0	4.0	0.0	4.0	2.0	0.0	2.0	11.0	2.0	0.0	6.0	0.0	0.0	1.0	4.0	14.0	0.0	1.0	8.0	2.0	0.0	20.0	1.0	4.0	4.0	10.0	2.0	5.0	4.0	1.0	10.0	4.0	1.0	0.0	4.0	2.0	5.0	0.0	4.0	2.0	1.0	4.0	3.0	1.0	0.0	12.0	2.0	1.0	4.0	0.0	1.0	20.0
8x1	2.0	5.0	7.0	18.0	2.0	5.0	4.0	2.0	3.0	12.0	2.0	0.0	8.0	2.0	4.0	5.0	8.0	2.0	1.0	2.0	0.0	0.0	2.0	14.0	2.0	1.0	4.0	2.0	0.0	6.0	4.0	1.0	5.0	2.0	4.0	7.0	12.0	0.0	2.0	24.0	1.0	10.0	3.0	0.0	0.0	11.0	8.0	0.0	4.0	2.0	2.0	1.0	4.0	2.0	0.0	2.0	26.0	2.0	5.0	6.0	3.0	2.0	2.0	6.0	2.0	5.0	18.0	0.0	10.0	8.0	3.0	4.0	3.0	2.0	0.0	4.0	14.0	1.0	5.0	0.0	1.0	3.0	3.0	4.0	2.0	0.0	4.0	2.0	1.0	18.0	3.0	0.0	1.0	4.0	0.0	1.0	2.0	0.0	3.0	24.0
9x1	1.0	4.0	3.0	16.0	1.0	3.0	20.0	1.0	2.0	6.0	0.0	1.0	6.0	6.0	2.0	2.0	2.0	2.0	0.0	4.0	3.0	0.0	1.0	2.0	0.0	2.0	6.0	0.0	6.0	10.0	2.0	2.0	4.0	2.0	2.0	3.0	10.0	1.0	0.0	6.0	1.0	0.0	10.0	8.0	1.0	2.0	8.0	4.0	3.0	6.0	4.0	2.0	2.0	4.0	1.0	1.0	6.0	1.0	5.0	12.0	2.0	2.0	0.0	2.0	4.0	10.0	6.0	2.0	2.0	8.0	1.0	0.0	2.0	0.0	0.0	2.0	8.0	2.0	3.0	8.0	1.0	4.0	17.0	6.0	2.0	1.0	4.0	0.0	1.0	6.0	2.0	0.0	10.0	0.0	2.0	2.0	4.0	0.0	2.0	16.0
10x1	0.0	0.0	0.0	18.0	4.0	3.0	0.0	2.0	5.0	14.0	2.0	0.0	1.0	24.0	2.0	11.0	4.0	5.0	4.0	26.0	2.0	0.0	1.0	22.0	2.0	2.0	20.0	2.0	2.0	12.0	0.0	2.0	5.0	4.0	2.0	2.0	0.0	1.0	2.0	2.0	2.0	4.0	0.0	10.0	2.0	6.0	0.0	8.0	1.0	4.0	2.0	0.0	2.0	22.0	1.0	2.0	4.0	0.0	2.0	0.0	3.0	2.0	1.0	4.0	0.0	2.0	0.0	5.0	2.0	0.0	1.0	2.0	4.0	26.0	2.0	8.0	12.0	2.0	3.0	16.0	3.0	0.0	6.0	14.0	0.0	2.0	6.0	0.0	1.0	16.0	5.0	1.0	1.0	6.0	3.0	1.0	12.0	0.0	0.0	6.0
11x1	2.0	0.0	3.0	4.0	6.0	6.0	0.0	0.0	3.0	2.0	1.0	1.0	3.0	2.0	0.0	3.0	2.0	2.0	0.0	16.0	3.0	4.0	3.0	8.0	4.0	2.0	18.0	0.0	1.0	4.0	1.0	1.0	1.0	8.0	0.0	1.0	0.0	1.0	11.0	16.0	2.0	0.0	6.0	2.0	1.0	3.0	10.0	0.0	2.0	2.0	1.0	2.0	9.0	2.0	2.0	6.0	4.0	0.0	6.0	8.0	5.0	2.0	5.0	6.0	0.0	0.0	2.0	2.0	2.0	16.0	2.0	0.0	7.0	6.0	0.0	8.0	2.0	0.0	13.0	0.0	3.0	3.0	10.0	8.0	0.0	2.0	2.0	1.0	3.0	0.0	0.0	1.0	3.0	0.0	0.0	1.0	4.0	4.0	2.0	6.0
12x1	0.0	0.0	2.0	4.0	0.0	10.0	16.0	7.0	9.0	4.0	3.0	2.0	7.0	6.0	1.0	2.0	4.0	2.0	2.0	8.0	2.0	0.0	3.0	2.0	2.0	4.0	2.0	6.0	5.0	0.0	2.0	2.0	1.0	2.0	1.0	5.0	4.0	0.0	0.0	4.0	0.0	0.0	0.0	8.0	2.0	4.0	8.0	0.0	1.0	6.0	4.0	1.0	2.0	2.0	1.0	3.0	4.0	0.0	2.0	8.0	2.0	0.0	1.0	8.0	1.0	1.0	2.0	5.0	2.0	8.0	1.0	4.0	3.0	12.0	2.0	1.0	22.0	4.0	2.0	2.0	1.0	0.0	1.0	26.0	5.0	1.0	4.0	3.0	4.0	4.0	0.0	2.0	0.0	4.0	2.0	1.0	4.0	0.0	4.0	26.0
13x1	3.0	2.0	7.0	10.0	0.0	4.0	14.0	5.0	3.0	2.0	1.0	4.0	1.0	4.0	1.0	9.0	2.0	2.0	1.0	6.0	3.0	4.0	2.0	0.0	2.0	1.0	18.0	3.0	4.0	0.0	2.0	1.0	9.0	10.0	0.0	0.0	8.0	4.0	9.0	6.0	4.0	2.0	5.0	2.0	2.0	2.0	4.0	1.0	2.0	2.0	2.0	0.0	2.0	2.0	1.0	2.0	4.0	0.0	5.0	2.0	0.0	2.0	3.0	4.0	2.0	3.0	2.0	0.0	3.0	10.0	0.0	6.0	12.0	16.0	0.0	3.0	10.0	4.0	9.0	14.0	2.0	0.0	11.0	4.0	1.0	2.0	14.0	0.0	3.0	18.0	4.0	0.0	6.0	8.0	3.0	2.0	16.0	1.0	1.0	8.0
14x1	1.0	2.0	11.0	2.0	2.0	10.0	4.0	3.0	6.0	0.0	4.0	5.0	4.0	22.0	0.0	9.0	6.0	4.0	3.0	2.0	1.0	0.0	7.0	8.0	1.0	1.0	4.0	5.0	3.0	4.0	1.0	2.0	1.0	4.0	2.0	7.0	6.0	2.0	4.0	6.0	1.0	2.0	2.0	2.0	4.0	1.0	10.0	1.0	3.0	4.0	2.0	0.0	8.0	4.0	1.0	0.0	6.0	1.0	11.0	2.0	2.0	0.0	2.0	0.0	4.0	0.0	6.0	1.0	1.0	2.0	3.0	0.0	3.0	2.0	2.0	4.0	2.0	2.0	3.0	4.0	7.0	0.0	5.0	4.0	1.0	0.0	6.0	0.0	4.0	26.0	2.0	0.0	0.0	0.0	0.0	4.0	2.0	2.0	1.0	0.0
15x1	2.0	1.0	2.0	6.0	1.0	0.0	22.0	0.0	5.0	4.0	4.0	1.0	0.0	6.0	2.0	3.0	12.0	0.0	10.0	20.0	1.0	0.0	2.0	12.0	2.0	5.0	4.0	2.0	0.0	6.0	3.0	0.0	4.0	6.0	0.0	11.0	8.0	1.0	4.0	4.0	3.0	1.0	5.0	6.0	0.0	2.0	6.0	2.0	7.0	2.0	4.0	0.0	1.0	2.0	8.0	3.0	2.0	1.0	6.0	6.0	1.0	0.0	2.0	4.0	2.0	4.0	4.0	0.0	2.0	0.0	2.0	0.0	10.0	20.0	2.0	0.0	6.0	0.0	1.0	4.0	4.0	0.0	8.0	6.0	1.0	1.0	0.0	0.0	3.0	2.0	1.0	1.0	3.0	22.0	2.0	1.0	0.0	0.0	1.0	4.0
16x1	1.0	6.0	10.0	4.0	2.0	12.0	22.0	0.0	1.0	8.0	5.0	0.0	1.0	2.0	0.0	1.0	8.0	6.0	8.0	8.0	4.0	1.0	3.0	6.0	0.0	2.0	18.0	1.0	8.0	4.0	1.0	0.0	7.0	2.0	2.0	4.0	6.0	0.0	0.0	0.0	3.0	1.0	2.0	4.0	1.0	1.0	4.0	2.0	2.0	6.0	6.0	4.0	2.0	2.0	1.0	3.0	6.0	1.0	9.0	0.0	2.0	4.0	9.0	14.0	0.0	8.0	12.0	0.0	3.0	24.0	1.0	2.0	6.0	4.0	1.0	2.0	8.0	2.0	1.0	10.0	5.0	2.0	6.0	2.0	1.0	4.0	2.0	0.0	12.0	6.0	2.0	2.0	2.0	12.0	0.0	3.0	2.0	4.0	1.0	6.0
17x1	8.0	8.0	9.0	14.0	0.0	3.0	4.0	4.0	4.0	20.0	1.0	5.0	3.0	20.0	0.0	8.0	10.0	1.0	0.0	14.0	3.0	1.0	3.0	24.0	0.0	2.0	4.0	1.0	3.0	2.0	1.0	0.0	7.0	8.0	1.0	1.0	14.0	2.0	1.0	10.0	2.0	2.0	1.0	6.0	0.0	0.0	4.0	3.0	1.0	12.0	2.0	3.0	1.0	8.0	5.0	7.0	14.0	0.0	4.0	6.0	0.0	0.0	8.0	0.0	2.0	5.0	4.0	1.0	2.0	2.0	2.0	4.0	8.0	6.0	2.0	6.0	4.0	5.0	3.0	12.0	1.0	4.0	1.0	4.0	2.0	2.0	6.0	0.0	0.0	2.0	5.0	2.0	7.0	18.0	1.0	1.0	6.0	0.0	3.0	2.0
18x1	1.0	2.0	10.0	12.0	3.0	9.0	4.0	6.0	16.0	10.0	5.0	0.0	5.0	20.0	2.0	3.0	2.0	2.0	2.0	0.0	1.0	2.0	12.0	4.0	0.0	2.0	0.0	5.0	4.0	0.0	1.0	1.0	8.0	4.0	0.0	12.0	12.0	0.0	4.0	28.0	1.0	0.0	7.0	6.0	2.0	1.0	4.0	2.0	0.0	2.0	0.0	0.0	3.0	6.0	0.0	0.0	8.0	0.0	6.0	14.0	2.0	2.0	4.0	0.0	1.0	2.0	4.0	1.0	2.0	12.0	1.0	1.0	3.0	6.0	6.0	4.0	2.0	1.0	2.0	8.0	2.0	2.0	2.0	4.0	1.0	3.0	0.0	1.0	2.0	2.0	0.0	0.0	1.0	4.0	0.0	3.0	6.0	0.0	4.0	22.0
19x1	2.0	1.0	1.0	14.0	0.0	10.0	2.0	2.0	1.0	2.0	2.0	1.0	2.0	6.0	4.0	2.0	0.0	2.0	14.0	0.0	5.0	4.0	4.0	4.0	4.0	2.0	6.0	1.0	9.0	2.0	1.0	0.0	2.0	2.0	2.0	2.0	6.0	5.0	10.0	24.0	2.0	2.0	21.0	14.0	2.0	5.0	14.0	4.0	1.0	4.0	3.0	2.0	2.0	6.0	0.0	2.0	2.0	2.0	2.0	6.0	4.0	0.0	3.0	0.0	2.0	3.0	8.0	0.0	1.0	4.0	3.0	0.0	0.0	8.0	4.0	11.0	8.0	0.0	2.0	6.0	2.0	2.0	2.0	4.0	0.0	0.0	6.0	6.0	1.0	0.0	2.0	2.0	3.0	0.0	1.0	1.0	4.0	1.0	2.0	2.0
20x1	0.0	2.0	5.0	2.0	0.0	7.0	2.0	4.0	4.0	14.0	2.0	3.0	2.0	2.0	0.0	8.0	4.0	0.0	4.0	4.0	2.0	0.0	0.0	18.0	1.0	4.0	8.0	0.0	3.0	4.0	3.0	1.0	2.0	6.0	2.0	0.0	8.0	1.0	3.0	2.0	2.0	0.0	5.0	8.0	0.0	14.0	16.0	2.0	1.0	16.0	2.0	3.0	0.0	8.0	1.0	2.0	4.0	0.0	9.0	6.0	1.0	0.0	1.0	10.0	1.0	4.0	6.0	1.0	1.0	4.0	3.0	2.0	0.0	0.0	0.0	8.0	4.0	6.0	0.0	8.0	1.0	0.0	3.0	2.0	2.0	1.0	18.0	2.0	1.0	10.0	1.0	0.0	1.0	10.0	5.0	6.0	0.0	2.0	2.0	8.0
21x1	2.0	0.0	3.0	10.0	4.0	7.0	30.0	2.0	4.0	22.0	1.0	0.0	3.0	6.0	5.0	0.0	8.0	2.0	2.0	2.0	0.0	2.0	1.0	2.0	1.0	9.0	12.0	0.0	2.0	16.0	1.0	1.0	9.0	10.0	0.0	5.0	10.0	1.0	1.0	4.0	0.0	3.0	1.0	2.0	6.0	3.0	18.0	0.0	2.0	4.0	1.0	2.0	2.0	6.0	4.0	2.0	2.0	0.0	0.0	2.0	5.0	1.0	1.0	0.0	0.0	2.0	24.0	0.0	3.0	4.0	2.0	4.0	1.0	2.0	4.0	2.0	12.0	2.0	11.0	4.0	4.0	2.0	3.0	2.0	0.0	2.0	8.0	1.0	3.0	2.0	2.0	4.0	2.0	2.0	3.0	4.0	4.0	2.0	5.0	12.0
22x1	2.0	0.0	5.0	22.0	2.0	4.0	6.0	4.0	0.0	20.0	1.0	4.0	2.0	18.0	0.0	7.0	6.0	5.0	0.0	4.0	1.0	0.0	7.0	4.0	0.0	2.0	20.0	6.0	8.0	4.0	2.0	2.0	3.0	8.0	2.0	2.0	6.0	0.0	7.0	2.0	5.0	1.0	0.0	8.0	0.0	1.0	6.0	1.0	2.0	2.0	3.0	1.0	8.0	18.0	4.0	2.0	16.0	4.0	1.0	8.0	1.0	1.0	2.0	4.0	3.0	6.0	2.0	1.0	2.0	6.0	0.0	4.0	4.0	12.0	2.0	7.0	14.0	3.0	8.0	4.0	4.0	1.0	14.0	6.0	1.0	3.0	10.0	2.0	1.0	20.0	2.0	2.0	4.0	0.0	1.0	2.0	2.0	0.0	4.0	2.0
23x1	2.0	1.0	1.0	10.0	1.0	3.0	2.0	2.0	3.0	2.0	2.0	0.0	0.0	2.0	5.0	6.0	2.0	7.0	2.0	2.0	2.0	2.0	5.0	2.0	1.0	1.0	18.0	1.0	2.0	4.0	3.0	0.0	14.0	10.0	3.0	11.0	0.0	2.0	4.0	6.0	0.0	0.0	1.0	16.0	2.0	1.0	8.0	2.0	5.0	14.0	3.0	1.0	0.0	4.0	0.0	6.0	2.0	1.0	4.0	2.0	0.0	4.0	1.0	4.0	2.0	2.0	22.0	0.0	4.0	4.0	2.0	0.0	4.0	4.0	1.0	3.0	14.0	2.0	11.0	4.0	1.0	1.0	2.0	4.0	1.0	10.0	18.0	2.0	4.0	2.0	3.0	1.0	1.0	22.0	0.0	0.0	4.0	1.0	1.0	6.0
24x1	1.0	0.0	7.0	16.0	2.0	10.0	8.0	5.0	10.0	0.0	1.0	0.0	4.0	0.0	0.0	2.0	2.0	0.0	9.0	4.0	3.0	2.0	4.0	6.0	4.0	1.0	6.0	1.0	9.0	0.0	1.0	0.0	12.0	12.0	0.0	1.0	8.0	4.0	3.0	22.0	2.0	2.0	0.0	8.0	2.0	1.0	6.0	4.0	4.0	10.0	2.0	2.0	3.0	6.0	1.0	2.0	6.0	2.0	4.0	6.0	5.0	1.0	4.0	2.0	0.0	3.0	2.0	0.0	0.0	0.0	1.0	4.0	2.0	22.0	3.0	1.0	0.0	0.0	9.0	16.0	0.0	0.0	1.0	8.0	1.0	1.0	4.0	3.0	3.0	26.0	1.0	6.0	3.0	6.0	6.0	3.0	14.0	1.0	1.0	6.0
25x1	4.0	2.0	2.0	2.0	1.0	3.0	10.0	1.0	12.0	6.0	1.0	5.0	2.0	6.0	2.0	0.0	10.0	0.0	6.0	8.0	1.0	4.0	3.0	0.0	3.0	1.0	8.0	5.0	2.0	2.0	2.0	2.0	9.0	6.0	0.0	1.0	2.0	4.0	8.0	0.0	1.0	2.0	1.0	2.0	2.0	1.0	14.0	1.0	8.0	16.0	2.0	0.0	2.0	0.0	1.0	8.0	20.0	2.0	0.0	4.0	3.0	2.0	2.0	6.0	0.0	3.0	10.0	0.0	3.0	10.0	2.0	5.0	0.0	10.0	1.0	1.0	12.0	0.0	11.0	2.0	1.0	1.0	1.0	0.0	4.0	5.0	2.0	3.0	3.0	0.0	2.0	2.0	3.0	0.0	2.0	2.0	2.0	0.0	1.0	4.0
26x1	1.0	1.0	4.0	12.0	4.0	2.0	20.0	0.0	7.0	12.0	2.0	2.0	10.0	14.0	1.0	3.0	8.0	0.0	2.0	2.0	5.0	0.0	0.0	4.0	6.0	9.0	20.0	2.0	5.0	8.0	2.0	4.0	7.0	22.0	0.0	1.0	4.0	2.0	4.0	6.0	1.0	0.0	2.0	0.0	1.0	5.0	4.0	1.0	3.0	6.0	3.0	4.0	1.0	4.0	2.0	2.0	12.0	2.0	4.0	4.0	0.0	0.0	2.0	6.0	1.0	6.0	16.0	2.0	4.0	18.0	2.0	0.0	4.0	12.0	1.0	4.0	10.0	4.0	2.0	0.0	0.0	2.0	1.0	4.0	2.0	9.0	8.0	0.0	0.0	0.0	0.0	3.0	1.0	8.0	0.0	2.0	6.0	2.0	3.0	6.0
27x1	3.0	0.0	3.0	10.0	3.0	0.0	14.0	2.0	1.0	2.0	1.0	0.0	10.0	10.0	2.0	2.0	4.0	2.0	3.0	2.0	2.0	0.0	1.0	8.0	6.0	4.0	2.0	4.0	3.0	2.0	0.0	0.0	0.0	2.0	2.0	2.0	4.0	2.0	5.0	10.0	2.0	2.0	8.0	8.0	2.0	0.0	0.0	0.0	2.0	22.0	0.0	1.0	5.0	4.0	4.0	2.0	4.0	0.0	1.0	4.0	1.0	2.0	2.0	4.0	0.0	9.0	6.0	1.0	4.0	20.0	3.0	6.0	3.0	6.0	0.0	2.0	4.0	2.0	0.0	16.0	2.0	2.0	4.0	16.0	4.0	3.0	14.0	4.0	1.0	24.0	2.0	0.0	4.0	18.0	0.0	1.0	8.0	0.0	1.0	4.0
28x1	3.0	0.0	1.0	6.0	1.0	10.0	6.0	1.0	4.0	20.0	3.0	6.0	2.0	2.0	6.0	3.0	2.0	5.0	8.0	6.0	2.0	0.0	12.0	2.0	2.0	5.0	0.0	2.0	8.0	10.0	4.0	1.0	2.0	8.0	6.0	0.0	14.0	0.0	0.0	14.0	0.0	2.0	8.0	6.0	1.0	7.0	16.0	0.0	3.0	20.0	2.0	1.0	1.0	4.0	4.0	15.0	0.0	2.0	13.0	4.0	1.0	2.0	3.0	4.0	0.0	2.0	6.0	2.0	1.0	16.0	2.0	0.0	1.0	2.0	1.0	1.0	4.0	1.0	0.0	6.0	3.0	0.0	3.0	2.0	0.0	1.0	4.0	0.0	1.0	0.0	4.0	2.0	2.0	18.0	1.0	5.0	0.0	0.0	3.0	18.0
29x1	3.0	0.0	3.0	4.0	1.0	10.0	10.0	2.0	3.0	0.0	4.0	0.0	3.0	4.0	2.0	0.0	2.0	0.0	3.0	4.0	1.0	3.0	1.0	4.0	0.0	3.0	12.0	2.0	2.0	10.0	3.0	2.0	3.0	4.0	1.0	0.0	2.0	0.0	0.0	4.0	2.0	0.0	2.0	2.0	2.0	4.0	2.0	0.0	14.0	4.0	1.0	6.0	1.0	4.0	2.0	4.0	4.0	3.0	8.0	0.0	2.0	0.0	5.0	4.0	2.0	4.0	6.0	3.0	1.0	6.0	1.0	0.0	7.0	18.0	3.0	3.0	4.0	1.0	7.0	16.0	2.0	6.0	1.0	2.0	0.0	9.0	4.0	0.0	4.0	4.0	0.0	3.0	3.0	2.0	2.0	2.0	0.0	2.0	4.0	14.0
0x2	2.0	5.0	10.0	6.0	6.0	7.0	6.0	2.0	5.0	14.0	2.0	5.0	2.0	16.0	1.0	2.0	4.0	0.0	4.0	4.0	2.0	2.0	1.0	6.0	3.0	2.0	6.0	0.0	2.0	4.0	2.0	0.0	2.0	4.0	1.0	2.0	22.0	0.0	3.0	6.0	1.0	2.0	0.0	2.0	2.0	13.0	2.0	0.0	2.0	0.0	3.0	2.0	3.0	10.0	2.0	2.0	22.0	1.0	2.0	14.0	1.0	0.0	2.0	2.0	2.0	3.0	4.0	0.0	0.0	20.0	1.0	7.0	8.0	12.0	2.0	6.0	2.0	4.0	10.0	4.0	2.0	0.0	4.0	4.0	0.0	4.0	6.0	0.0	1.0	4.0	1.0	1.0	1.0	2.0	2.0	3.0	6.0	5.0	6.0	2.0
1x2	3.0	2.0	5.0	20.0	4.0	9.0	6.0	0.0	1.0	0.0	2.0	0.0	1.0	0.0	2.0	5.0	0.0	6.0	10.0	8.0	2.0	2.0	2.0	6.0	4.0	2.0	2.0	0.0	7.0	20.0	1.0	4.0	1.0	2.0	4.0	5.0	20.0	0.0	6.0	2.0	0.0	0.0	6.0	4.0	1.0	9.0	2.0	4.0	8.0	8.0	0.0	1.0	2.0	14.0	5.0	6.0	6.0	2.0	6.0	4.0	3.0	2.0	2.0	14.0	1.0	2.0	0.0	2.0	1.0	2.0	1.0	5.0	8.0	2.0	8.0	7.0	4.0	2.0	1.0	2.0	3.0	3.0	10.0	4.0	2.0	4.0	4.0	6.0	3.0	10.0	0.0	0.0	0.0	2.0	6.0	8.0	4.0	1.0	2.0	0.0
